,pageid,YAKE_keywords
2672,984087,"[('Buchstabentafeln', 0.004930112667835068), ('Tafeln', 0.011976059132408066), ('the', 0.013174502739978309), ('Hornbuch', 0.018398422178812913), ('Hornbücher', 0.019276163962235242), ('Battledores', 0.023434614841768567), ('Alphabet', 0.025818942029643938), ('ABC', 0.02610188442857188), ('Battledore', 0.026363941696989638), ('Jahrhunderts', 0.028895436439529562)]"
2673,5168606,"[('Hofmannsthal', 0.001484590215496687), ('Konservativen Revolution', 0.002130832268884094), ('Konservative Revolution', 0.002640594634695932), ('Revolution', 0.0033429879763691105), ('Hofmannsthals', 0.0034855596363835262), ('Nation', 0.005083675811237023), ('Rede', 0.005414604467128315), ('Hofmannsthals Rede', 0.0054854946686125694), ('Revolution Hofmannsthals', 0.008922922012397971), ('Literatur', 0.009615707880168054)]"
2674,5576935,"[('Roman', 0.005753159229183488), ('Perec', 0.006967250094530823), ('Perecs Roman', 0.008561714609528662), ('schläft', 0.008952670055492879), ('Perecs', 0.009953214420758317), ('Georges Perec', 0.010785372330391913), ('Romans', 0.012081634381285324), ('homme qui', 0.01240471930254276), ('Protagonisten', 0.018012899839029935), ('Leben', 0.02019048654708715)]"
2675,3541537,"[('Euploea core', 0.0005825107136973661), ('Euploea', 0.001913544642475481), ('core', 0.0035311112347673986), ('Falter', 0.006815763846516924), ('Art Euploea', 0.007507298310317367), ('Raupen', 0.007651506113207257), ('Euploea corinna', 0.008097182396111055), ('Flecken', 0.009658653535622909), ('Euploea charox', 0.009681106618176746), ('Unterart Euploea', 0.012299715814370168)]"
2676,7283872,"[('Boletopsis nothofagi', 0.00492452734081289), ('Boletopsis', 0.010658016023978156), ('Art', 0.012989407067481836), ('nothofagi', 0.014485636370851603), ('Gattung Boletopsis', 0.02826459011840872), ('Pilz', 0.029706472004699325), ('Untergattung Boletopsis', 0.04029880227107692), ('Patrick Leonard', 0.040398168193149765), ('Hut', 0.04049330560434333), ('Hyphen', 0.047458811277261585)]"
2677,4125786,"[('Wallace', 0.0033111693813366308), ('Darwin', 0.0033765922197051216), ('Russel Wallace', 0.0035726788051598343), ('Charles Darwin', 0.005759534146018897), ('Natural Selection', 0.006337035312830801), ('Charles Lyell', 0.009959323263406346), ('Arten', 0.011550007875845973), ('the', 0.012404741620184697), ('Alfred Russel', 0.012494011826306259), ('Manuskript', 0.01614811809501702)]"
2678,7777290,"[('Alice Harris', 0.004157949926458414), ('John Harris', 0.005109710289271688), ('Harris', 0.0057056190216016175), ('Edgar Stannard', 0.005878370580891964), ('King Leopold', 0.006414216324949393), ('Stannard', 0.00710216527065296), ('the', 0.008793975773431422), ('Wachen', 0.010164833767893048), ('abgetrennten Fußes', 0.011118474026065396), ('Bild', 0.011310687438630928)]"
2679,6550944,"[('the Three', 0.001626050281249012), ('Nathaniel Hawthorne', 0.0016448849776579883), ('The Hollow', 0.0017638214760429913), ('Three Hills', 0.002387278479996259), ('The', 0.0024978637976705207), ('junge Frau', 0.0026703221895948157), ('Hawthorne', 0.002941572282411806), ('Geschichte', 0.0036302611137562575), ('Frau', 0.0048585066205811675), ('jungen Frau', 0.005921672111788674)]"
2680,323161,"[('Nepenthes rajah', 0.0015984722729730587), ('Nepenthes', 0.004415689444951936), ('rajah', 0.005675387887510673), ('Zentimeter', 0.010024583316367242), ('Kannen', 0.01333619257557131), ('Kinabalu', 0.0162025212048499), ('Kota Kinabalu', 0.019913576362336885), ('Pflanzen', 0.023452192465233265), ('Millimeter', 0.024879420161784817), ('Arten', 0.03096695387157231)]"
2681,1460680,"[('Parabuthus transvaalicus', 0.0024938750982480234), ('Parabuthus', 0.004862767423692367), ('transvaalicus', 0.011616490464046586), ('Gattung Parabuthus', 0.01623537462996758), ('Familie Buthidae', 0.02359062111616487), ('Männchen', 0.024636537056457585), ('Purcell', 0.026600681469513228), ('Weibchen', 0.028211563483913047), ('Südafrikanischer Dickschwanzskorpion', 0.028318265452067882), ('Südafrikanische Dickschwanzskorpion', 0.03168538230874445)]"
2682,1849855,"[('Schule', 0.0026643222709009907), ('Gymnasium Soltau', 0.0035218394372566256), ('Schüler', 0.005690962405312717), ('Soltauer Privatschule', 0.006349496556231275), ('Soltau', 0.007173405303068166), ('Gymnasium', 0.00808063965822093), ('Privatschule', 0.010192284049134814), ('Cordsen', 0.010335777879418485), ('Soltauer', 0.011572202104675097), ('Schulleiter', 0.014173028770237742)]"
2683,10692118,"[('Louisville and', 0.0033429776493348997), ('Louisville', 0.0038567046468293716), ('Louisville Bridge', 0.00447731321818585), ('the Ohio', 0.005688554029126708), ('Ohio', 0.005750808649153504), ('Brücke', 0.006986700208890674), ('Pennsylvania Railroad', 0.008017764566184665), ('Bridge', 0.010182959379327262), ('Street Bridge', 0.011090341266202721), ('Railroad', 0.011109619373884385)]"
2684,10257101,"[('The Egg', 9.491972162720895e-05), ('Egg and', 0.00012720129156654734), ('The', 0.0007673389549319802), ('Egg', 0.0010772649660136546), ('Betty MacDonald', 0.0010804668483446256), ('and', 0.0015791648353170693), ('Buch', 0.001692141739584804), ('Erzählerin', 0.003214051873653136), ('Betty', 0.0037248354626646294), ('MacDonald', 0.00411622232185453)]"
2685,10691044,"[('FPI', 1.9682754131997408e-05), ('Rizieq Syihab', 4.373317281910846e-05), ('Rizieq', 0.00045475195624891315), ('Rizieq Syihabs', 0.000519331427226913), ('Syihab', 0.0006339382922864457), ('Organisation', 0.000639983722869952), ('Jakarta', 0.0006484172420959783), ('Polizei', 0.0009450077205861528), ('Habib Rizieq', 0.001058495823460622), ('FPI Jakarta', 0.0010932288921013194)]"
2686,7235159,"[('Katze', 0.00233247474238687), ('leeren Wohnung', 0.002594848297835303), ('Gedicht Katze', 0.005618318183284374), ('Gedichts Katze', 0.005618318183284374), ('Gedicht', 0.005671361042601419), ('Wisława Szymborska', 0.005687634909245504), ('Szymborska', 0.006348861136215107), ('Wohnung', 0.00884763857012794), ('leeren', 0.013905703665488236), ('Gedichts', 0.014887322736828726)]"
2687,6461726,"[('Männchen', 0.002531653887841729), ('Feenlämpchenspinne', 0.0025467692741833695), ('Männchens', 0.0060759693308201496), ('Weibchen', 0.0074203382822428604), ('Art', 0.009496985787704103), ('Roten Liste', 0.010851553728531901), ('Spinne', 0.013027870861717252), ('Weibchens', 0.013356608908037148), ('Carapax', 0.016280095194484385), ('Feenlämpchenspinne legt', 0.019682845706401667)]"
2688,1689966,"[('Feuerbach', 0.003004630166866049), ('Amazonenschlacht', 0.0038562449212388656), ('Feuerbachs Amazonenschlacht', 0.003966780435853544), ('Feuerbachs', 0.004206482233612469), ('Anselm Feuerbach', 0.00456001617319207), ('Amazonenschlacht Feuerbachs', 0.011900341307560632), ('Werk Feuerbachs', 0.01244610901116319), ('Schlacht', 0.013456446434638529), ('Anselm Feuerbachs', 0.01368004851957621), ('Amazonen', 0.01700879282460179)]"
2689,1502345,"[('Shotgun Houses', 0.000270900640933564), ('Shotgun House', 0.001204002848593618), ('New Orleans', 0.001326437512969737), ('Shotgun', 0.0016679173646795531), ('Houses', 0.002450284380544323), ('Begriff Shotgun', 0.005945537748800716), ('Shotguns', 0.006782863949696849), ('New', 0.007389521941070634), ('Orleans', 0.00793032053876402), ('Häuser', 0.008866251834093645)]"
2690,9238595,"[('Spectravideo', 0.0023167001423312007), ('Spectravideo BASIC', 0.003698133955402471), ('Computer', 0.008051897109060157), ('BASIC', 0.01072033570689046), ('Computers', 0.01073586281208021), ('MKII', 0.01155399836193227), ('Computer Spectravideo', 0.013000684501717995), ('Arbeitsspeicher', 0.013827023489159321), ('Einsatz', 0.017843811485187423), ('Microsoft', 0.02038091963683971)]"
2691,10497028,"[('Star Raiders', 0.0007602021900656841), ('Star', 0.004601477722566736), ('Raiders', 0.005794574327658157), ('Spiel', 0.008577822137495486), ('Atari', 0.00985139588457989), ('Raumschiff', 0.01680486377976732), ('Spiels', 0.01822787204217791), ('Heimcomputer Atari', 0.018392953781983457), ('Neubauer', 0.022522497410808934), ('Atari Star', 0.023380994479135605)]"
2692,9615668,"[('Pontius Pilatus', 0.006851634077807918), ('Inschrift', 0.01027738596620042), ('Caesarea Maritima', 0.016982295617172707), ('Werner Eck', 0.01839201123850802), ('Pilatus', 0.02279995727681425), ('Stein', 0.023808472896640454), ('archäologischen Ausgrabung', 0.023871585521050995), ('Zeile', 0.025494151723149092), ('Caesarea', 0.027660630837927788), ('ISBN', 0.030890238639544102)]"
2693,9541785,"[('Brighton', 0.0049877927249551346), ('Turm', 0.005118267203540817), ('Meter', 0.008033026087616258), ('British Airways', 0.012344147533049422), ('Turms', 0.013080016186826532), ('Höhe', 0.018447129791336395), ('Stadt Brighton', 0.019623239010801548), ('Meter hohen', 0.024080564825111575), ('Bauwerk', 0.024453055513323083), ('Metern', 0.025431657643896315)]"
2694,8390833,"[('Corinth', 0.0027774761747916096), ('Bild', 0.0033911112880524626), ('Lovis Corinth', 0.00412779924121639), ('Bild Schlachterladen', 0.005033585349555029), ('Corinths', 0.006371857106874869), ('Geschlachteter Ochse', 0.0074758033371212845), ('Schäftlarn', 0.011479926974164157), ('Schlachterladen', 0.013990868909172921), ('Isar', 0.014396137322825757), ('Malerei Corinths', 0.015710160867079458)]"
2695,7819417,"[('Rizzo', 0.00018499689398404005), ('Philadelphia', 0.0005003403534163424), ('South Philadelphia', 0.00077318333999769), ('Rizzos', 0.0008822928790008065), ('Frank Rizzo', 0.0009581830190986804), ('Polizei Philadelphias', 0.0010862084048476797), ('Philadelphias', 0.0018512593076404668), ('Bürgermeister', 0.0022315629823862933), ('Frank Rizzos', 0.0035133377366951615), ('North Philadelphia', 0.004050682063518812)]"
2696,6328507,"[('Koselleck', 0.004201383979198022), ('Kritik', 0.0052604654415043285), ('Reinhart Koselleck', 0.006581603630420267), ('Krise', 0.007559106303449874), ('Reinhart Kosellecks', 0.008227004538025334), ('Kosellecks', 0.008402767958396043), ('Aufklärung', 0.008414765300625878), ('Schmitt', 0.01379639010079892), ('Carl Schmitt', 0.014301101129025912), ('Französischen Revolution', 0.01715269511495555)]"
2697,8516991,"[('Bjartur', 0.001552377137623762), ('Halldór Laxness', 0.0018814567170272341), ('Laxness', 0.0034112095125093354), ('Ingolfur Arnarson', 0.0043364372829791465), ('Herr', 0.0050057857105882736), ('Roman', 0.005561016084457058), ('Arnarson Jonsson', 0.006064119352940602), ('Bjarturs', 0.00659760283490099), ('Salka Valka', 0.00825425341552114), ('Sumarhus', 0.00838866410508597)]"
2698,4689357,"[('Frankfurt', 0.0014844484232149396), ('Main', 0.002191743800021947), ('Frankfurter Altstadt', 0.002265162987690757), ('Frankfurter', 0.00281925592259072), ('Speicher', 0.0035009280162269013), ('Stadt', 0.0036072562190507074), ('Stadt Frankfurt', 0.004293610989997907), ('Speichers', 0.006068275228126629), ('Hof', 0.009646462652910774), ('Gebäude', 0.009671456785061374)]"
2699,5692810,"[('Gelben Kuh', 0.0009320325526524263), ('gelbe Kuh', 0.001132026025341609), ('Marc', 0.0015525482831364981), ('Kuh', 0.0016954823254770356), ('Marcs', 0.0020588140276375302), ('Franz Marc', 0.004163179226572887), ('Maria Marc', 0.007722966268545187), ('Gelben', 0.009485001887544345), ('Marcs Farbsymbolik', 0.009810021875301543), ('gelbe', 0.010940622442806672)]"
2700,2460508,"[('Manet', 0.005288431256257465), ('Selbstporträt', 0.007647752428684379), ('Gemälde', 0.009291036468909294), ('Manets', 0.010246335558998837), ('Palette', 0.011414030985850367), ('Édouard Manet', 0.014989040807492452), ('Maler', 0.015446982426437415), ('Malers', 0.021239600836351444), ('Malers Édouard', 0.023341312313383274), ('Bild', 0.02380722161211243)]"
2701,1787825,"[('See Praviršulis', 0.004468994409698438), ('See', 0.010025906099280064), ('Moor', 0.011314749854850072), ('Praviršulis', 0.022411586853243248), ('Moor Praviršulis', 0.033005847597321517), ('seltenen Tier', 0.036648591742159016), ('Moores', 0.03774594854978245), ('Praviršulio tyrelio', 0.03894846724931159), ('Praviršulio', 0.03906789071806675), ('Litauen', 0.04108265347733711)]"
2702,2063399,"[('Banksia brownii', 0.0015636764820173778), ('Banksia', 0.0038632394343369124), ('brownii', 0.008704558001173536), ('Samen', 0.014255287029244567), ('Gattung Banksia', 0.023614371192028825), ('Untergattung Banksia', 0.02967851327802993), ('Standorte', 0.030315759240514422), ('Art', 0.04660858520620116), ('Western Australia', 0.04783219432567058), ('Banksia verae', 0.048666297674872246)]"
2703,4384549,"[('icumen', 0.009636564366384813), ('Sumer', 0.01022153902284639), ('mehrstimmigen Kompositionstechnik', 0.013457393454960906), ('Kompositionstechnik anerkannt', 0.013457393454960906), ('Sommerkanon', 0.014981806388749243), ('Text', 0.016719228366361128), ('Sommerkanons', 0.016854532187342897), ('Kanon', 0.02253477069916752), ('Kanons', 0.02629056581569544), ('Musik', 0.02919101489305263)]"
2704,12358638,"[('London Records', 0.001021375658563916), ('Album', 0.001507795321053691), ('Doom Metal', 0.0018331538243857304), ('Pee Records', 0.0019011552848918847), ('Band', 0.001913282915576869), ('Records', 0.0019164417983551008), ('Albums', 0.0020678335831593475), ('Southern Lord', 0.0024852525463602876), ('Stoner Doom', 0.0034421588984271845), ('The Music', 0.004437734592393778)]"
2705,10722349,"[('Brel', 0.004573344246448237), ('Jacky', 0.005904570442352808), ('Jacques Brel', 0.005917118205194292), ('Brels', 0.007431684400478385), ('chanson', 0.007568475413567595), ('Jacques Brels', 0.014792795512985728), ('Lied', 0.015334475842089985), ('Brels Chansons', 0.017396402362511297), ('Chansons', 0.01797512910722304), ('Jackys Lied', 0.024488850910233603)]"
2706,290043,"[('Klasse Tentaculata', 0.004080291379652252), ('Lobata', 0.012670720532956257), ('Mundlappen', 0.01407739296136131), ('Mnemiopsis leidyi', 0.017143078993711463), ('Harbison', 0.02062342761305917), ('tentakuläre Achse', 0.021955779266445617), ('pharyngeale Achse', 0.021955779266445617), ('Rippenquallen', 0.022789771339996323), ('Gattung Ocyropsis', 0.02799990141017698), ('Mnemiopsis', 0.030789690490080762)]"
2707,1645912,"[('Yagans Kopf', 0.00038624805280407487), ('Yagan', 0.0009586145821181765), ('Kopf', 0.0020832698022494847), ('Yagans', 0.002276709632530669), ('Noongar', 0.0024704949845168163), ('Ken Colbung', 0.0028058478035150824), ('Siedler', 0.006609696925102143), ('Colbung', 0.007224503418776215), ('Perth', 0.007731157499987768), ('Ken Colbungs', 0.009119005361424017)]"
2708,1898016,"[('Eiche', 0.001980775369313676), ('Tausendjährige Eiche', 0.0068115520751741996), ('Dicke Eiche', 0.006874798144689952), ('Alter', 0.007880096899871536), ('Meter Höhe', 0.008027932625663665), ('Meter', 0.008738975108983492), ('Königseiche', 0.013426417257166262), ('Stamm', 0.013441446604868791), ('Astes', 0.013987006196273452), ('Deutsche Eiche', 0.014793874506850711)]"
2709,10587516,"[('Nathalie', 0.002945981547903397), ('Bécaud', 0.005830747212333226), ('Roten Platz', 0.007118364617698606), ('Chanson', 0.007996497235672103), ('Gilbert Bécaud', 0.008974457208577008), ('Bécauds', 0.009418899342999828), ('Nathalies Zimmer', 0.011448042026011846), ('chanson française', 0.01511397990793047), ('Pierre Delanoë', 0.015281624829689908), ('Moskau', 0.01624665841990013)]"
2710,10255289,"[('Lindsey', 0.0004244921307611349), ('Lindseys', 0.0014093138741269678), ('The', 0.002202142372091415), ('Colorado', 0.002336989247481679), ('Denver', 0.0023596737779531182), ('Ben Lindsey', 0.003620565183893088), ('Juvenile Court', 0.003989408388017801), ('Lindseys Gericht', 0.00428960507265309), ('Lindseys Jugendgericht', 0.004681925695549743), ('Lindsey and', 0.005336994780072758)]"
2711,1146395,"[('beheimateter Froschlurch', 0.010499708347410439), ('Art', 0.019771499186348556), ('Laubfrösche', 0.022749130226903006), ('Korallenfinger', 0.03575475724727486), ('Korallenfinger genannt', 0.036621247134453944), ('Tiere', 0.03833652846381223), ('Ranoidea caerulea', 0.042530471497087316), ('Australischen Laubfrösche', 0.05041846937618293), ('Männchen', 0.051154655192598784), ('Frösche', 0.051709345544557736)]"
2712,8379351,"[('apokrinen Schweißdrüsen', 0.007930808222400667), ('Mutation', 0.015092576893714715), ('Körpergeruch', 0.01692665255673106), ('A-Genotyp', 0.017172165931435713), ('beispielsweise', 0.01723877570150084), ('Schweißdrüsen', 0.018057526936363262), ('Form', 0.018612701742631188), ('Ohrenschmalz', 0.024514738086998708), ('apokrinen', 0.025029927999347275), ('Protein', 0.02739095752009536)]"
2713,10741424,"[('Gladstone', 0.003167039916326664), ('Liberalen Partei', 0.004056232897272815), ('liberalen', 0.004788445571112798), ('Gladstones', 0.005542319853571662), ('Disraeli', 0.005682243504015569), ('Premierminister Disraeli', 0.006277504161460934), ('Regierung', 0.009170973633380531), ('Partei', 0.01069346787144725), ('Wahlkreis', 0.011751895523796043), ('Gladstones Kampagne', 0.01201693018533997)]"
2714,4978644,"[('Ecce homo', 0.0036899858071839206), ('Ecce', 0.012824972561691494), ('Relief Nossenis', 0.013175558371053633), ('Epitaph', 0.015291533708638857), ('Schweizer Bildhauer', 0.01552698724973439), ('Bildhauer Giovanni', 0.01552698724973439), ('Teilen erhaltene', 0.015862271763219218), ('Nossenis', 0.016114930397303714), ('Epitaphs', 0.017202975422218714), ('Nosseni', 0.020143662996629643)]"
2715,9834664,"[('muslimischen Minderheiten', 0.00021893939693733145), ('Fiqh al-aqallīyāt', 0.0002538921224019849), ('Fiqh', 0.000396495635081756), ('Minderheiten', 0.0008757919075098054), ('Muslime', 0.001008576725444321), ('Minderheiten-Fiqh', 0.0012357519658981223), ('islamischen', 0.0020755366213649476), ('Muslim minorities', 0.0022711021111442888), ('muslimischen', 0.002314648887674838), ('Islam', 0.0025185550835671606)]"
2716,2997540,"[('petit', 0.005023150027193526), ('Gemälde', 0.005816214188170862), ('Manet', 0.006385114609418231), ('Manets', 0.009790509067774622), ('entstandenen Gemälde', 0.01752240721518244), ('Kunsthalle Karlsruhe', 0.01949593222694387), ('Jungen', 0.020460921289709062), ('Kindes', 0.021788857320927543), ('Édouard Manet', 0.02200460780144563), ('Bild', 0.024215953178666885)]"
2717,10729500,"[('Südrussischen Tarantel', 0.00010127010507870161), ('Südrussische Tarantel', 0.0003990706479543729), ('Tarantel', 0.0007412882986042747), ('Südrussischen', 0.001474632773345029), ('Art', 0.002250060490665628), ('Apulischen Tarantel', 0.00312511115990704), ('Russische Tarantel', 0.004465826107218937), ('Gattung Lycosa', 0.006061161441962977), ('Südrussische', 0.006150113381903738), ('Gift', 0.006255570645951994)]"
2718,11648350,"[('Ingrid Persdotter', 0.001052102507614757), ('Brief', 0.0019465331072464353), ('Ingrid', 0.003379874420145596), ('Ingrids Brief', 0.003658181669913652), ('Persdotter', 0.007230175241187704), ('Ingrid Persdotters', 0.007364717553303299), ('Briefes', 0.008396534745449408), ('Ingeborg Persdotter', 0.008928379449221995), ('Kloster Vadstena', 0.009127846591163674), ('Axel Nilsson', 0.009701335375447725)]"
2719,10835309,"[('Southern Pacific', 0.0017308135985337186), ('Pacific Railroad', 0.0021247285930678828), ('Union Pacific', 0.0026799673111464043), ('Davis Yard', 0.0029600126953115056), ('Roseville Yard', 0.003033517775480574), ('Pacific', 0.003679291026065959), ('Central Pacific', 0.003946735067699614), ('Yard', 0.00597410040629166), ('Roseville', 0.00684715683138688), ('Pacific Company', 0.010875623335988899)]"
2720,10234086,"[('Deeside Railway', 7.087019803168101e-05), ('Deeside Line', 0.00011027777440991987), ('Deeside', 0.0004739668400396352), ('Aberdeen Railway', 0.0007711898023628973), ('Railway', 0.0007836623970633814), ('Aberdeen', 0.0008635483716389711), ('Strecke', 0.001098028465352347), ('British Railways', 0.0012886845496493833), ('Royal Train', 0.001326237745072791), ('GNSR', 0.0017242316246913632)]"
2721,2995935,"[('displaystyle', 0.000279902357469021), ('overline', 0.0018799310769880612), ('displaystyle ABC', 0.006618926971795537), ('Fußpunkt', 0.008714815862352326), ('Kreise', 0.011714680797203043), ('Malfatti', 0.012101645851737062), ('omega', 0.01244123694509045), ('Dreieck', 0.013653298955078382), ('Gianfrancesco Malfatti', 0.015942846784627197), ('Winkelhalbierenden', 0.017184490738240875)]"
2722,12006691,"[('Ilfracombe', 0.000553394474120855), ('Strecke', 0.0010130697026643606), ('Barnstaple', 0.0011280043222960901), ('Ilfracombe Railway', 0.0014693250445525442), ('London Waterloo', 0.0015625816847463724), ('London Paddington', 0.0018704406531320523), ('Bahnhof Barnstaple', 0.002686525002511403), ('Richtung Ilfracombe', 0.002756298894723172), ('London', 0.002937824631354555), ('Barnstaple Railway', 0.003336552074423538)]"
2723,4394682,"[('Gehirn', 0.0029757800957923033), ('Tight Junctions', 0.003147120340637221), ('beispielsweise', 0.00894445193479059), ('Tight', 0.013210470563592203), ('Transport', 0.013434108359652313), ('Wirkstoffen', 0.014855911009316831), ('Wirkstoffe', 0.015372509097442715), ('Öffnung', 0.01580307084847988), ('Junctions', 0.016397129298293518), ('Ultraschall', 0.02474414784417532)]"
2724,3783852,"[('Südliche Felsenpython', 0.0007673325850289461), ('Südliche Felsenpythons', 0.0008952213492004373), ('Felsenpythons', 0.0035777651670233844), ('Südliche', 0.0036857358670220517), ('Südlichen Felsenpythons', 0.0037474405523151544), ('Felsenpython', 0.004651094717130399), ('Nördlichen Felsenpython', 0.004670767611177796), ('Python', 0.005490277395302958), ('Pythons', 0.006068201331650637), ('Meter', 0.009454200850032565)]"
2725,7085452,"[('Sacramento', 0.003566138962135472), ('del Sacramento', 0.0036280522388326478), ('Banda Oriental', 0.00465002199254602), ('Buenos Aires', 0.005984740026709799), ('Portugal', 0.006622316654273562), ('Spanien', 0.0067264233179606964), ('Colonia del', 0.0073298178864339945), ('Portugiesen', 0.011233390084971229), ('Río', 0.012124733493885686), ('Königreich Portugal', 0.012245764891358224)]"
2726,8814851,"[('Bastie d’Urfé', 0.0013927696008676075), ('Schloss', 0.00361618882389885), ('d’Urfé', 0.005565549875885085), ('Meter', 0.006760229296258715), ('Bastie', 0.006802330455615139), ('Claude d’Urfés', 0.007418327763843125), ('Bâtie d’Urfé', 0.00925122656159734), ('Claude d’Urfé', 0.009272909704803906), ('Départements Loire', 0.01129689571578641), ('Claude', 0.014538799281513144)]"
2727,5251108,"[('Angus Campbell', 0.0003512869987675353), ('American Voter', 0.0013232560818038717), ('The American', 0.0018170980294223795), ('Angus Campbells', 0.002546830741064631), ('Campbell', 0.0028112722962875514), ('Angus', 0.0029283242157344806), ('American', 0.005084701867479251), ('Research Center', 0.005326019820330265), ('The', 0.0056158064515419315), ('Survey Research', 0.00663545270589262)]"
2728,9389305,"[('Berthe Morisot', 0.0007542142635223721), ('Morisot', 0.004522901291360829), ('Berthe', 0.0047581304408356746), ('Manet', 0.005292817766310765), ('Gemälde Berthe', 0.005892277218798657), ('Berthe Morisots', 0.007039333126208806), ('Gemälde', 0.012934624267141466), ('Bildnis Berthe', 0.014502746569880973), ('Bild', 0.01745026921809331), ('Leinwand gemaltes', 0.02342131726437957)]"
2729,462093,"[('Russischen Desman', 0.001266533679389143), ('Desmane', 0.00259459153133782), ('Desman', 0.005839827460803176), ('Russischen', 0.008698555925498093), ('Russische Desman', 0.01241523021470377), ('Maulwürfen', 0.014107130685944758), ('Pyrenäen-Desman', 0.01591174459626075), ('Maulwürfe', 0.016848555621256096), ('Gattung', 0.017714503259752566), ('Form', 0.018077252848509213)]"
2730,9282177,"[('Tenkō', 0.006041730362558546), ('politischen Konvertiten', 0.010116429358065969), ('politischen Konversion', 0.01052707793785207), ('Japan', 0.010674746130551336), ('KPJ', 0.011472124403850077), ('Partei Japans', 0.01309919131793767), ('japanischen', 0.013575699403570916), ('politische Konversion', 0.014296733230106997), ('Konversion', 0.01579050355704601), ('japanischen Sozialisten', 0.016305181488959358)]"
2731,11161880,"[('Weibchen', 0.00037559720638649175), ('Männchen', 0.0006568855550637025), ('Sechspunkt-Jagdspinne', 0.0007446863595458324), ('Art', 0.0008811135100613908), ('Weibchens', 0.0014140130122785573), ('Männchens', 0.002435950600027897), ('Jungtiere', 0.0028826182441753097), ('Spinne', 0.003101451967079296), ('Dolomedes', 0.00441340745917564), ('Spinnen', 0.004647023572717409)]"
2732,11489161,"[('Ursprung', 0.002497000970830095), ('Strömquist', 0.0030262324699110313), ('Welt', 0.0035751454617358853), ('Comic', 0.006847873808101726), ('Liv Strömquist', 0.008378741872895615), ('Medium Comic', 0.009953492926744991), ('Kapitel', 0.009986382120827886), ('Kapitel Blood', 0.013265518469464126), ('Strömquists Comic', 0.016858090095611625), ('Thema Menstruation', 0.016983903120696905)]"
2733,1028293,"[('Tigerpythons', 0.002441103629554981), ('Tigerpython', 0.003030335540137218), ('Helle Tigerpython', 0.0035983337350238183), ('Helle Tigerpythons', 0.004497917168779773), ('Sri Lanka', 0.00462635117235652), ('Dunklen Tigerpython', 0.006067887229052606), ('Hellen Tigerpythons', 0.006720315568498288), ('Meter', 0.013011297508357163), ('Meter Gesamtlänge', 0.013967491544840603), ('Indien', 0.015326614462470401)]"
2734,4344997,"[('Nicola', 0.003657550789694836), ('George Washington', 0.0042373732630253905), ('American Philosophical', 0.0049136718336335854), ('Invalid Corps', 0.005151496395295078), ('Philosophical Society', 0.0077272223360482385), ('Washington', 0.008713199485920229), ('Philadelphia', 0.011082708531483677), ('Nicolas', 0.011887040066508217), ('American', 0.012912361498050237), ('American Magazine', 0.01808414676794837)]"
2735,7141894,"[('Nicotiana attenuata', 0.0018352611471882923), ('Nicotiana', 0.0036624593157556047), ('Gattung Nicotiana', 0.008238511491353127), ('Pflanzen', 0.010525946914167425), ('Pflanze', 0.010813911400781044), ('Art', 0.011370325616840118), ('attenuata', 0.015272348205349857), ('Flora', 0.016787291210491537), ('Blüten', 0.017987755943286842), ('Gattung', 0.024391028476972304)]"
2736,9575747,"[('BIBD', 0.0037251508081529907), ('Boas', 0.007739601555489292), ('Schlangen', 0.008311646644576249), ('Viren', 0.009544259504164165), ('Boa constrictor', 0.010695656758744322), ('Infektion', 0.0109051827842777), ('Tiere', 0.012529520968913655), ('Riesenschlangen', 0.015051906458098827), ('Erkrankung', 0.015346904960144705), ('Übertragung', 0.01572011585530002)]"
2737,8005224,"[('Linde', 0.002126470307313878), ('Meter', 0.011782208914691018), ('Baum', 0.016369605749639162), ('Tilia platyphyllos', 0.016780378922818154), ('Naturdenkmäler aufgeführt', 0.016997540880885342), ('Krone', 0.019302189243577617), ('Linde steht', 0.019628228740516694), ('tausendjährige Linde', 0.022998063754464608), ('Meter Höhe', 0.02819390655444643), ('Gutachten', 0.029415118069594938)]"
2738,10720147,"[('Arkansas Traveler', 5.81598490093746e-05), ('The Arkansas', 0.00036629598262707903), ('Arkansas', 0.00039919822332386973), ('Arkansas Travelers', 0.0007793419767256197), ('Traveler', 0.0009675075899220986), ('Arkansas Traveller', 0.0016585992596624666), ('The', 0.0026145406619657585), ('Mose Case', 0.005557880610410568), ('Bundesstaates Arkansas', 0.0062546192890992666), ('Gemälde Washbournes', 0.00645171926266816)]"
2739,8619585,"[('The Kraken', 0.0010861857781089906), ('Kraken', 0.003169303332549077), ('The', 0.004379562581153367), ('Tennysons Gedicht', 0.005574826250574316), ('Tennyson', 0.006216817867744781), ('Tennysons', 0.007252954179035577), ('Tennysons Krake', 0.008696176375215865), ('Tennysons Kraken', 0.014694492573474468), ('Krake', 0.016229161301124014), ('Gedicht', 0.01670805219312387)]"
2740,11797709,"[('Grauen Hauskräuselspinne', 5.831300101150874e-05), ('Graue Hauskräuselspinne', 0.00017102621151088784), ('Hauskräuselspinne', 0.0005742146588093354), ('Grauen', 0.0009675084854793208), ('Schwarzen Hausspinne', 0.0011475172301732737), ('Männchen', 0.0012478254066078552), ('Art', 0.002072291973499725), ('Weibchen', 0.0021697685994185147), ('Weibchens', 0.002644405480541315), ('Graue', 0.0027963158458848268)]"
