,pageid,RAKE_keywords
2080,247406,"[('fernmeldeturm mannheim', 0.00047619047619047673), ('9 meter', 0.0010714285714285721), ('8 meter', 0.0010714285714285721), ('3 meter', 0.0010714285714285721), ('1 meter', 0.0010714285714285721), ('50 meter', 0.0016666666666666674), ('5 meter', 0.0016666666666666674), ('4 meter', 0.0016666666666666674), ('7 meter', 0.0022619047619047627), ('60 meter', 0.0022619047619047627)]"
2081,804506,"[('libellen liegen', 0.00047619047619047673), ('libellen dauert', 0.001341991341991342), ('mittelgroßen libellen', 0.0022077922077922084), ('libellen vorhanden', 0.0022077922077922084), ('libellen steht', 0.0022077922077922084), ('libellen nutzen', 0.0022077922077922084), ('libellen baden', 0.0022077922077922084), ('libellen', 0.003073593073593074), ('larven meist', 0.00393939393939394), ('larven schlüpfen', 0.004805194805194805)]"
2082,455136,"[('mantels besteht', 0.00047619047619047673), ('mantel erstmals', 0.00047619047619047673), ('kaiser franz', 0.00047619047619047673), ('deutschen kaiser', 0.00047619047619047673), ('roger ii', 0.001836734693877552), ('quellen erwähnt', 0.001836734693877552), ('mantel stark', 0.001836734693877552), ('mantel getragen', 0.001836734693877552), ('mantel eingefügt', 0.001836734693877552), ('letzte kaiser', 0.001836734693877552)]"
2083,4155885,"[('darwin „', 0.00047619047619047673), ('trug darwin', 0.002857142857142858), ('darwin vermutete', 0.002857142857142858), ('darwin schloss', 0.002857142857142858), ('versucht darwin', 0.003197278911564626), ('verlas darwin', 0.003197278911564626), ('nutzte darwin', 0.003197278911564626), ('leitete darwin', 0.003197278911564626), ('gelangte darwin', 0.003197278911564626), ('francis darwin', 0.003197278911564626)]"
2084,4652491,"[('schwechat (', 0.0004761904761904756), ('schwechat ).', 0.0009774436090225558), ('brauerei schwechat', 0.001478696741854636), ('schwechat errichtet', 0.0019799498746867162), ('schwechat 1929', 0.0019799498746867162), ('schwechat standen', 0.0024812030075187963), ('schwechat liegt', 0.0024812030075187963), ('stadtgemeinde schwechat', 0.0029824561403508764), ('schwechat “.', 0.0029824561403508764), ('schwechat hindeuten', 0.0029824561403508764)]"
2085,2674491,"[('altonaer nsdap', 0.00047619047619047673), ('1939 (', 0.0016666666666666674), ('lurup (', 0.0022619047619047627), ('altonaer ortsgruppe', 0.0022619047619047627), ('( spd', 0.0022619047619047627), ('unterlagensammlung (', 0.002857142857142857), ('sturmabteilung (', 0.002857142857142857), ('ss befördert', 0.002857142857142857), ('sowjetunion (', 0.002857142857142857), ('personalakten (', 0.002857142857142857)]"
2086,681552,"[('fuerteventura leben', 0.00047619047619047673), ('art besteht', 0.00047619047619047673), ('tiere besitzen', 0.001428571428571429), ('insel fuerteventura', 0.001428571428571429), ('heimische tiere', 0.001428571428571429), ('atlashörnchen leben', 0.001428571428571429), ('tiere gelten', 0.002380952380952381), ('fuerteventura nachgewiesen', 0.002380952380952381), ('eingeschleppten tiere', 0.002380952380952381), ('ausgewachsenen tiere', 0.002380952380952381)]"
2087,1142864,"[('gattung irritator', 0.00047619047619047673), ('irritator zugeordnet', 0.0010714285714285721), ('irritator tatsächlich', 0.0010714285714285721), ('irritator eingeordnet', 0.0010714285714285721), ('irritator hauptsächlich', 0.0016666666666666674), ('irritator angesehen', 0.0016666666666666674), ('irritator hielt', 0.0022619047619047627), ('irritator entspricht', 0.0022619047619047627), ('irritator challengeri', 0.0022619047619047627), ('irritator ausgesehen', 0.0022619047619047627)]"
2088,5195495,"[('otto :', 0.00047619047619047673), ('vokal :', 0.0021568627450980395), ('ottos mops', 0.002717086834733894), ('mops lasse', 0.002717086834733894), ('mops klang', 0.002717086834733894), ('mops fortgeschickt', 0.002717086834733894), ('hund :', 0.002717086834733894), ('gedichts :', 0.002717086834733894), ('gedicht häufig', 0.002717086834733894), ('unartiger mops', 0.0032773109243697486)]"
2089,1367470,"[('fasern eingesetzt', 0.00047619047619047673), ('keramischen fasern', 0.0008730158730158743), ('fasern erlaubt', 0.001269841269841271), ('nämlich fasern', 0.0016666666666666674), ('lasttragenden fasern', 0.0016666666666666674), ('fasern gleiten', 0.0016666666666666674), ('fasern genutzt', 0.0016666666666666674), ('amorphe fasern', 0.0016666666666666674), ('fasern überbrückt', 0.002063492063492064), ('fasern zusammengehalten', 0.002063492063492064)]"
2090,736585,"[('siger paris', 0.00047619047619047673), (': siger', 0.0017460317460317465), ('paris eingeleitet', 0.003015873015873016), ('paris 1999', 0.003015873015873016), ('lehre sigers', 0.003015873015873016), ('paris 1997', 0.003650793650793651), ('paris 1974', 0.003650793650793651), ('paris 1954', 0.003650793650793651), ('paris 1866', 0.003650793650793651), ('paris 1852', 0.003650793650793651)]"
2091,1768451,"[('„ brecht', 0.00047619047619047673), ('„ wolke', 0.0012202380952380954), ('wolke „', 0.0012202380952380954), ('„ erinnerung', 0.0018154761904761907), ('„ melodie', 0.002708333333333334), ('„ marie', 0.002857142857142857), ('werk „', 0.0031547619047619046), ('schuhmann „', 0.0031547619047619046), ('nacht „', 0.0031547619047619046), ('„ reinheit', 0.003303571428571429)]"
2092,5288065,"[('blackbirding :', 0.00047619047619047673), ('blackbirding (', 0.0013832199546485269), ('blackbirding zeigen', 0.003197278911564626), ('gewordener blackbirding', 0.003650793650793651), ('blackbirding häufiger', 0.003650793650793651), ('blackbirding erwiesen', 0.003650793650793651), ('blackbirding entwickelt', 0.003650793650793651), ('blackbirding bzw', 0.003650793650793651), ('blackbirding beendete', 0.003650793650793651), ('blackbirding bedient', 0.003650793650793651)]"
2093,3717719,"[(': „', 0.00047619047619047673), (': nämlich', 0.0022077922077922084), (': fehlt', 0.0022077922077922084), ('vorsichtig :', 0.003073593073593074), ('evidenz :', 0.003073593073593074), (': spektrum', 0.003073593073593074), (': mitteilungen', 0.003073593073593074), ('älteren (', 0.00393939393939394), ('unterkiefer –', 0.00393939393939394), ('genaue datierung', 0.00393939393939394)]"
2094,187949,"[('burgen rothenburg', 0.00047619047619047673), (': burgen', 0.00047619047619047673), ('geschlossene burgen', 0.001534391534391535), ('burgen lag', 0.001534391534391535), ('burg kyffhausen', 0.001534391534391535), ('430 burgen', 0.001534391534391535), ('): burgen', 0.001534391534391535), ('unterburg genannt', 0.002592592592592593), ('burgen', 0.002592592592592593), ('archäologischen funde', 0.002592592592592593)]"
2095,3736563,"[('irving rip', 0.00047619047619047673), (': „', 0.0009523809523809524), ('sage –', 0.002857142857142857), ('gilt irving', 0.002857142857142857), ('„ sogar', 0.0033333333333333335), ('„ märchen', 0.0033333333333333335), ('„ helden', 0.0033333333333333335), ('„ zauberer', 0.0038095238095238095), ('„ schutzengel', 0.0038095238095238095), ('„ muse', 0.0038095238095238095)]"
2096,384134,"[('stadt bilbao', 0.00047619047619047673), ('3 millionen', 0.00047619047619047673), ('metro bilbao', 0.001341991341991342), ('linie fährt', 0.001341991341991342), ('linie l2', 0.0022077922077922084), ('bilbao besteht', 0.0022077922077922084), ('24 züge', 0.0022077922077922084), ('1 millionen', 0.0022077922077922084), ('züge verwenden', 0.003073593073593074), ('züge erhöhte', 0.003073593073593074)]"
2097,4721258,"[('film 1896', 0.0004761904761904756), ('narrativen film', 0.001478696741854636), ('älteste film', 0.0019799498746867162), ('veröffentlichten film', 0.0019799498746867162), ('technik film', 0.0019799498746867162), ('premier film', 0.0019799498746867162), ('mediums film', 0.0019799498746867162), ('lokalen film', 0.0019799498746867162), ('frühen lumière', 0.0019799498746867162), ('film no', 0.0019799498746867162)]"
2098,772319,"[('dietrich „', 0.00047619047619047673), (': dietrich', 0.002592592592592593), ('bestimmt dietrich', 0.0028042328042328047), ('erklärte dietrich', 0.003227513227513228), ('dietrich wies', 0.0034391534391534397), ('dietrich unterschied', 0.0034391534391534397), ('dietrich hält', 0.0034391534391534397), ('dietrich hingegen', 0.0034391534391534397), ('): dietrich', 0.0034391534391534397), ('weist dietrich', 0.003650793650793651)]"
2099,8624864,"[('blu bemalte', 0.00047619047619047673), ('blu :', 0.0007936507936507942), ('blu stellte', 0.001428571428571429), ('band blu', 0.0017460317460317465), ('blu ’', 0.002063492063492064), ('blu mehrfach', 0.002063492063492064), ('veröffentlicht blu', 0.002380952380952381), ('schuf blu', 0.002380952380952381), ('sammlung blu', 0.002380952380952381), ('blu siehe', 0.002380952380952381)]"
2100,906659,"[('stadt korykos', 0.0004761904761904778), ('korykos liegt', 0.0013978494623655925), ('korykos liegen', 0.002626728110599079), ('korykos schließen', 0.0029339477726574516), ('korykos lediglich', 0.0029339477726574516), ('korykos führte', 0.0029339477726574516), ('korykos “', 0.0032411674347158225), ('korykos stand', 0.0032411674347158225), ('korykos 1361', 0.0032411674347158225), ('griechischen korykos', 0.0032411674347158225)]"
2101,3990204,"[('montauk „', 0.00047619047619047673), (': „', 0.0010204081632653062), ('autor frisch', 0.0012925170068027213), ('max frisch', 0.0015646258503401356), ('leben “.', 0.0015646258503401356), ('„ werk', 0.001836734693877551), ('frisch zitiert', 0.0021088435374149663), ('frisch reflexionen', 0.0021088435374149663), ('frisch locke', 0.0021088435374149663), ('alten frisch', 0.0021088435374149663)]"
2102,1934947,"[('75 metern', 0.00047619047619047673), ('70 metern', 0.0011564625850340139), ('5 metern', 0.0011564625850340139), ('28 metern', 0.0011564625850340139), ('0 metern', 0.0011564625850340139), ('74 metern', 0.001836734693877552), ('69 metern', 0.001836734693877552), ('61 metern', 0.001836734693877552), ('40 metern', 0.001836734693877552), ('38 metern', 0.001836734693877552)]"
2103,3431636,"[('ausbildung bourgelats', 0.00047619047619047673), ('korrespondenz bourgelats', 0.0008730158730158743), ('falle bourgelats', 0.001269841269841271), ('bourgelats werke', 0.001269841269841271), ('bourgelats plan', 0.001269841269841271), ('bourgelats mitarbeit', 0.001269841269841271), ('bourgelats einkünfte', 0.001269841269841271), ('bourgelats einfluss', 0.001269841269841271), ('ämtern bourgelats', 0.0016666666666666674), ('taufpaten bourgelats', 0.0016666666666666674)]"
2104,349810,"[('striolatum striolatum', 0.00047619047619047673), ('striolatum doshidordzii', 0.004047619047619047), ('striolatum (', 0.004047619047619047), ('striolatum pallidum', 0.004642857142857143), ('striolatum kurile', 0.004642857142857143), ('striolatum imitoides', 0.004642857142857143), ('comsympetrum striolatum', 0.004642857142857143), ('5 millimeter', 0.004642857142857143), ('30 millimeter', 0.004642857142857143), ('18 millimeter', 0.004642857142857143)]"
2105,2359036,"[('homosexuelle männer', 0.00047619047619047673), ('homosexuelle aktivisten', 0.0006926406926406936), ('homosexuelle organisationen', 0.0009090909090909094), ('homosexuelle frauen', 0.0009090909090909094), ('homosexuelle öffentlichkeit', 0.0011255411255411262), ('homosexuelle handlungen', 0.0011255411255411262), ('homosexuelle ).', 0.0011255411255411262), ('homosexuelle szene', 0.001341991341991342), ('homosexuelle politiker', 0.001341991341991342), ('homosexuelle organisation', 0.001341991341991342)]"
2106,2329232,"[('pegel würzburg', 0.00047619047619047673), ('500 zentimetern', 0.001836734693877551), ('380 zentimetern', 0.0021088435374149663), ('300 zentimetern', 0.0021088435374149663), ('würzburg durchgeführt', 0.002380952380952381), ('87 zentimetern', 0.002380952380952381), ('863 zentimetern', 0.002380952380952381), ('834 zentimetern', 0.002380952380952381), ('709 zentimetern', 0.002380952380952381), ('670 zentimetern', 0.002380952380952381)]"
2107,97195,"[('weibchen streifen', 0.00047619047619047673), ('fressen erdwölfe', 0.00047619047619047673), ('erdwölfe meist', 0.001208791208791209), ('erdwölfe markieren', 0.001208791208791209), ('erdwölfe leben', 0.001208791208791209), ('erdwölfe könnten', 0.001208791208791209), ('ansässigen weibchen', 0.001208791208791209), ('weibchen fort', 0.0019413919413919412), ('weibchen begleitet', 0.0019413919413919412), ('obwohl erdwölfe', 0.0019413919413919412)]"
2108,2876561,"[('kirche stand', 0.00047619047619047673), ('altar :', 0.0026406926406926413), ('synesiusaltar :', 0.003073593073593074), ('kirche besitzt', 0.003073593073593074), ('glocken :', 0.003073593073593074), ('altäre :', 0.003073593073593074), (': maria', 0.003073593073593074), ('kirche vermutlich', 0.0035064935064935067), ('kirche liegt', 0.0035064935064935067), ('kirche entfernt', 0.0035064935064935067)]"
2109,6088719,"[('rumänischen raffinerien', 0.00047619047619047673), ('ploiești rumänien', 0.0011816578483245155), ('stadt ploiești', 0.0018871252204585543), ('rumänischen führung', 0.0022398589065255737), ('ploiești erneut', 0.002592592592592593), ('rumänischen luftstreitkräfte', 0.0029453262786596126), ('rumänischen armee', 0.0029453262786596126), ('ploiești lag', 0.0029453262786596126), ('rumänischen ölfelder', 0.003298059964726632), ('rumänischen streitkräfte', 0.003298059964726632)]"
2110,2881529,"[('sophistes „', 0.00047619047619047673), ('sophistes :', 0.0015584415584415589), ('platons sokrates', 0.0017748917748917758), ('platons ideenlehre', 0.0024242424242424242), ('platons dialogen', 0.0026406926406926413), ('platons bestimmung', 0.0026406926406926413), ('„ theaitetos', 0.002857142857142858), ('platons konzept', 0.002857142857142858), ('platons ausführungen', 0.002857142857142858), ('platons auffassung', 0.002857142857142858)]"
2111,376850,"[('tiere beträgt', 0.00047619047619047673), ('tiere gelegentlich', 0.0010364145658263314), ('tiere regelmäßig', 0.0015966386554621859), ('tiere null', 0.0015966386554621859), ('tiere angesehen', 0.0015966386554621859), ('einzelne tiere', 0.0015966386554621859), ('000 tiere', 0.0015966386554621859), ('verletzten tiere', 0.0021568627450980395), ('tiere zusätzlich', 0.0021568627450980395), ('tiere täglich', 0.0021568627450980395)]"
2112,613357,"[('waldes parforceheide', 0.0004761904761904756), ('parforceheide gehört', 0.001478696741854636), ('landschaftsschutzgebiet parforceheide', 0.001478696741854636), ('parforceheide liegt', 0.0019799498746867162), ('namen parforceheide', 0.0019799498746867162), ('parforceheide zählte', 0.0024812030075187963), ('parforceheide zugerechnet', 0.0024812030075187963), ('parforceheide hineingebaut', 0.0024812030075187963), ('parforceheide gilt', 0.0024812030075187963), ('parforceheide gehörten', 0.0024812030075187963)]"
2113,885237,"[('historischen glocken', 0.0004761904761904756), ('größten glocken', 0.0009774436090225558), ('glocken läuten', 0.0009774436090225558), ('glocken wiegen', 0.001478696741854636), ('einzelnen glocken', 0.001478696741854636), ('älteren glocken', 0.0019799498746867162), ('zerstörten glocken', 0.0019799498746867162), ('modernen glocken', 0.0019799498746867162), ('mainzer glocken', 0.0019799498746867162), ('kleinsten glocken', 0.0019799498746867162)]"
2114,366511,"[('kirche gilt', 0.00047619047619047673), ('kirche finden', 0.00047619047619047673), ('kirche zwischenzeitlich', 0.001341991341991342), ('kirche entworfen', 0.001341991341991342), ('kirche befand', 0.001341991341991342), ('kirche 1861', 0.001341991341991342), ('katholische kirche', 0.001341991341991342), ('bestehende kirche', 0.001341991341991342), ('michael berlin', 0.0022077922077922084), ('kirche', 0.0022077922077922084)]"
2115,9474472,"[('ausbesserungswerk neuaubing', 0.00047619047619047673), ('ausbesserungswerk münchen', 0.0007738095238095244), ('neuaubing vollständig', 0.0013690476190476198), ('werk münchen', 0.0016666666666666674), ('neuaubing beschäftigt', 0.0022619047619047627), ('ausbesserungswerks neuaubing', 0.0022619047619047627), ('weichenlager neuaubing', 0.0025595238095238093), ('neuaubing liegt', 0.0025595238095238093), ('neuaubing führte', 0.0025595238095238093), ('neuaubing ausgebessert', 0.0025595238095238093)]"
