,pageid,RAKE_keywords
1690,189614,"[('rötelfalken führen', 0.00047619047619047673), ('rötelfalken besteht', 0.00047619047619047673), ('überwinterungsgebieten –', 0.001836734693877552), ('zeigen rötelfalken', 0.001836734693877552), ('vögel mitteleuropas', 0.001836734693877552), ('vögel europas', 0.001836734693877552), ('spanien –', 0.001836734693877552), ('scheint stark', 0.001836734693877552), ('rötelfalken hängt', 0.001836734693877552), ('art zurzeit', 0.001836734693877552)]"
1691,1138346,"[('wilhelm hasenclever', 0.00047619047619047673), ('hasenclever –', 0.0017184265010351974), ('zeigt hasenclever', 0.0025465838509316774), ('hasenclever verlegte', 0.0025465838509316774), ('hasenclever redakteur', 0.0025465838509316774), ('gehörte hasenclever', 0.0025465838509316774), ('daraufhin hasenclever', 0.0025465838509316774), ('blieb hasenclever', 0.0025465838509316774), ('hasenclever unterstützte', 0.002960662525879918), ('hasenclever mitglied', 0.002960662525879918)]"
1692,368876,"[('arten leben', 0.00047619047619047673), ('arten fressen', 0.00047619047619047673), ('arten (', 0.00047619047619047673), ('arten laichen', 0.0011564625850340139), ('bestimmte arten', 0.001836734693877552), ('80 arten', 0.001836734693877552), ('doktorfische zählen', 0.002517006802721089), ('doktorfische bilden', 0.002517006802721089), ('arten wechseln', 0.002517006802721089), ('arten derart', 0.002517006802721089)]"
1693,1850419,"[('moor vorbei', 0.0004761904761904756), ('moor liegt', 0.0009774436090225558), ('moor (', 0.001478696741854636), ('schwarzen moor', 0.0019799498746867162), ('schwarze moor', 0.0019799498746867162), ('moor handelt', 0.0019799498746867162), ('zweitgrößten moor', 0.0024812030075187963), ('schwarzes moor', 0.0024812030075187963), ('roten moor', 0.0024812030075187963), ('rote moor', 0.0024812030075187963)]"
1694,1287795,"[('prostituierten –', 0.00047619047619047673), ('geld prostituierten', 0.00047619047619047673), ('römischen prostitution', 0.0008045977011494265), ('männlichen prostituierten', 0.0008045977011494265), ('antiken prostituierten', 0.0008045977011494265), ('prostituierten galt', 0.0011330049261083753), ('prostituierten herangezogen', 0.0017898193760262737), ('prostituierten eher', 0.0017898193760262737), ('römischen bordell', 0.0021182266009852225), ('prostituierten weitergegeben', 0.0021182266009852225)]"
1695,3923062,"[('komödie „', 0.00047619047619047673), (': „', 0.00047619047619047673), ('charme „', 0.0038095238095238095), ('„ witz', 0.004285714285714286), ('„ retrogegenwart', 0.004285714285714286), ('„ putzig', 0.004285714285714286), ('„ minstrel', 0.004285714285714286), ('„ hässlich', 0.004285714285714286), ('streifen „', 0.004285714285714286), ('komödie erreichte', 0.004285714285714286)]"
1696,2113188,"[('2 mm', 0.00047619047619047673), ('federung :', 0.0016666666666666674), ('fahrerkabine stellte', 0.0022619047619047627), ('4 stellte', 0.0022619047619047627), ('4 mm', 0.0022619047619047627), ('kette :', 0.002857142857142857), ('fmc stellte', 0.002857142857142857), ('1 :', 0.002857142857142857), (')- 2', 0.002857142857142857), ('panzerung bestand', 0.0034523809523809524)]"
1697,504123,"[('fernsehturms st', 0.00047619047619047673), ('chrischona befindet', 0.0010714285714285721), ('sendeturm st', 0.0016666666666666674), ('fernsehturm st', 0.0016666666666666674), ('chrischona befinden', 0.0016666666666666674), ('sendeturms st', 0.0022619047619047627), ('sendeanlage st', 0.0022619047619047627), ('gemeinde st', 0.0022619047619047627), ('gebiet st', 0.0022619047619047627), ('sendestandort st', 0.002857142857142857)]"
1698,899091,"[('kölner kreuz', 0.00047619047619047673), ('kreuz …', 0.0010714285714285721), ('mindener kreuz', 0.0016666666666666674), ('kreuz weisen', 0.0016666666666666674), ('kreuz umgebende', 0.0016666666666666674), ('kreuz sichtbar', 0.0016666666666666674), ('kreuz gelöst', 0.0016666666666666674), ('kreuz einst', 0.0016666666666666674), ('hohe kreuz', 0.0016666666666666674), ('goldbeschlagenen kreuz', 0.0016666666666666674)]"
1699,1752157,"[('monatsbilder (', 0.00047619047619047673), ('( profanen', 0.002328042328042329), ('( wien', 0.002592592592592593), ('würsten (', 0.002857142857142858), ('wandmalerei (', 0.002857142857142858), ('heilsgeschichte (', 0.002857142857142858), ('( festlichen', 0.002857142857142858), ('trocken (', 0.003121693121693122), ('textstrophen (', 0.003121693121693122), ('parma (', 0.003121693121693122)]"
1700,385414,"[('patienten beschrieben', 0.00047619047619047673), ('therapie geheilt', 0.001836734693877552), ('therapie ermöglicht', 0.001836734693877552), ('therapie geben', 0.002517006802721089), ('therapie fortgesetzt', 0.002517006802721089), ('therapie beeinflussbar', 0.002517006802721089), ('patienten nachweisbar', 0.002517006802721089), ('patienten führt', 0.002517006802721089), ('meisten patienten', 0.002517006802721089), ('medikamentösen therapie', 0.002517006802721089)]"
1701,259864,"[('toplitzsee liegt', 0.00047619047619047673), ('see weist', 0.00047619047619047673), ('see vorhanden', 0.00047619047619047673), ('toplitzsee durchgeführt', 0.0011564625850340139), ('tiefer see', 0.0011564625850340139), ('see versenkt', 0.0011564625850340139), ('see verfrachtet', 0.0011564625850340139), ('see rankt', 0.0011564625850340139), ('see hinabstürzen', 0.0011564625850340139), ('see bietet', 0.0011564625850340139)]"
1702,3808413,"[('album veröffentlicht', 0.00047619047619047673), ('album erschien', 0.002063492063492064), ('album 2007', 0.002592592592592593), ('jüngstem album', 0.003121693121693122), ('heftigsten album', 0.003121693121693122), ('bestes album', 0.003121693121693122), ('album “,', 0.003121693121693122), ('album weltweit', 0.003121693121693122), ('album neu', 0.003121693121693122), ('album beworben', 0.003121693121693122)]"
1703,5094214,"[('hamburger widerstand', 0.00047619047619047673), ('hamburger widerstandsgruppe', 0.0008902691511387173), ('hamburger gruppe', 0.0021325051759834377), ('februar 1943', 0.0021325051759834377), ('hamburger gestapo', 0.0025465838509316774), ('sommer 1943', 0.002960662525879918), ('regime widerstand', 0.002960662525879918), ('oktober 1943', 0.002960662525879918), ('november 1943', 0.002960662525879918), ('märz 1943', 0.002960662525879918)]"
1704,463969,"[('30 millimeter', 0.00047619047619047673), ('libellula quadrimaculata', 0.0019413919413919412), ('gattung libellula', 0.0019413919413919412), ('5 millimeter', 0.0026739926739926746), ('30 arten', 0.0026739926739926746), ('19 millimeter', 0.0026739926739926746), ('wassers liegt', 0.003406593406593407), ('millimeter breit', 0.003406593406593407), ('millimeter ausgedehnt', 0.003406593406593407), ('libelle liegt', 0.003406593406593407)]"
1705,12079694,"[('bananenspinne besitzt', 0.0004761904761904778), ('bananenspinne größer', 0.000783410138248849), ('bananenspinne vorkommt', 0.0010906298003072212), ('bananenspinne teilt', 0.0013978494623655925), ('bananenspinne nachweisen', 0.0013978494623655925), ('bananenspinne liegen', 0.0013978494623655925), ('bananenspinne gilt', 0.0013978494623655925), ('bananenspinne galt', 0.0013978494623655925), ('bananenspinne fallen', 0.0013978494623655925), ('bananenspinne betreibt', 0.0013978494623655925)]"
1706,570760,"[('spanischen portobelo', 0.00047619047619047673), ('britischen sieg', 0.00047619047619047673), ('britischen regierung', 0.00047619047619047673), ('britischen infanterie', 0.00047619047619047673), ('britischen expeditionskorps', 0.00047619047619047673), ('britischen westindienexpedition', 0.0011564625850340139), ('britischen versuchs', 0.0011564625850340139), ('britischen unterhaus', 0.0011564625850340139), ('britischen schuldgefängnissen', 0.0011564625850340139), ('britischen regimentern', 0.0011564625850340139)]"
1707,1013435,"[('linien (', 0.00047619047619047673), ('strecke umgebaut', 0.001534391534391535), ('strecke führte', 0.002063492063492064), ('linien befahren', 0.002063492063492064), ('linien 3', 0.002063492063492064), ('linien umgebaut', 0.002592592592592593), ('bahnhof majorstuen', 0.002592592592592593), ('( 2010', 0.002592592592592593), ('strecke gleichzeitig', 0.003121693121693122), ('strecke busse', 0.003121693121693122)]"
1708,964464,"[('programme verfügen', 0.00047619047619047673), ('programme bieten', 0.001428571428571429), ('programme spezialisieren', 0.002380952380952381), ('programme finale', 0.002380952380952381), ('kommerzielle programme', 0.002380952380952381), ('90 programme', 0.002380952380952381), ('programme', 0.0033333333333333335), ('meist –', 0.0033333333333333335), ('verschiedenen zeichen', 0.004285714285714286), ('verschiedenen notensatzprogrammen', 0.004285714285714286)]"
1709,4748711,"[('wills trotz', 0.00047619047619047673), ('wills nahmen', 0.00047619047619047673), ('wills kamen', 0.00047619047619047673), ('melbourne 1861', 0.00047619047619047673), ('wills schrieb', 0.0009297052154195018), ('wills ließen', 0.0009297052154195018), ('wills leichen', 0.0009297052154195018), ('wills kehrte', 0.0009297052154195018), ('robert burke', 0.0009297052154195018), ('burke kamen', 0.0009297052154195018)]"
1710,341217,"[('hamburger hafen', 0.00047619047619047673), ('hamburger gewerkschaften', 0.0010714285714285721), ('hamburger hafenarbeiter', 0.0022619047619047627), ('hamburger arbeitgeber', 0.0022619047619047627), ('hamburger hafenarbeiterstreik', 0.0025595238095238093), ('hamburger arbeiterbewegung', 0.0025595238095238093), ('hamburger sicht', 0.002857142857142857), ('hamburger industrie', 0.002857142857142857), ('hamburger börse', 0.002857142857142857), ('streikenden –', 0.0031547619047619046)]"
1711,256445,"[('schloss chenonceau', 0.00047619047619047673), ('schloss vertrieben', 0.002857142857142858), ('schloss montsoreau', 0.002857142857142858), ('schloss hinterließ', 0.002857142857142858), ('schloss erstmals', 0.002857142857142858), ('schloss besteht', 0.002857142857142858), ('schloss vornehmen', 0.003197278911564626), ('schloss gehörte', 0.003197278911564626), ('schloss chanteloup', 0.003197278911564626), ('schloss bury', 0.003197278911564626)]"
1712,4417023,"[('deutschen reaktor', 0.00047619047619047673), ('forschungsreaktor haigerloch', 0.001836734693877552), ('deutschen forscher', 0.001836734693877552), ('museum haigerloch', 0.002517006802721089), ('deutschen wissenschaftler', 0.002517006802721089), ('deutschen uranprojekts', 0.002517006802721089), ('deutschen atombombe', 0.002517006802721089), ('stadtilm verlagert', 0.003197278911564626), ('stadtilm herstellen', 0.003197278911564626), ('haigerlocher reaktor', 0.003197278911564626)]"
1713,2231267,"[('zappa 1969', 0.00047619047619047673), ('zappa aufnahmen', 0.0013832199546485269), ('zappa spielte', 0.002743764172335601), ('zappa records', 0.002743764172335601), ('zappa verzichtet', 0.003197278911564626), ('zappa stellte', 0.003197278911564626), ('zappa produziert', 0.003197278911564626), ('zappa kompositorisch', 0.003197278911564626), ('zappa ergänzt', 0.003197278911564626), ('verwendete zappa', 0.003197278911564626)]"
1714,4138980,"[('könig peribsen', 0.00047619047619047673), ('peribsen “', 0.0011564625850340139), ('peribsen entdeckt', 0.0014965986394557828), ('„ seth', 0.002517006802721089), ('peribsen findet', 0.002517006802721089), ('verlegte peribsen', 0.002857142857142858), ('peribsen zeitgenössisch', 0.002857142857142858), ('peribsen identisch', 0.002857142857142858), ('peribsen erstmals', 0.002857142857142858), ('peribsen angebetet', 0.002857142857142858)]"
1715,1073476,"[('zwergschnäpper beginnt', 0.00047619047619047673), ('zwergschnäpper meist', 0.001341991341991342), ('zwergschnäpper brüten', 0.0022077922077922084), ('zwergschnäpper beobachtet', 0.0022077922077922084), ('zwergschnäpper nistkästen', 0.003073593073593074), ('zwergschnäpper ernähren', 0.003073593073593074), ('ältere männchen', 0.00393939393939394), ('zwergschnäpper', 0.00393939393939394), ('männchen beteiligt', 0.00393939393939394), ('männchen beginnen', 0.00393939393939394)]"
1716,501020,"[('arete wissen', 0.00047619047619047673), ('wahren arete', 0.000828924162257496), ('traditionelle arete', 0.000828924162257496), ('somit arete', 0.000828924162257496), ('ethik arete', 0.000828924162257496), ('begriff arete', 0.000828924162257496), ('arete ergibt', 0.000828924162257496), ('arete beruht', 0.000828924162257496), ('arete verwirklicht', 0.0011816578483245155), ('arete unterstellt', 0.0011816578483245155)]"
1717,2199503,"[('gattung pinguicula', 0.00047619047619047673), ('pinguicula vulgaris', 0.001269841269841271), ('pinguicula vallisnerifolia', 0.001269841269841271), ('pinguicula takakii', 0.001269841269841271), ('pinguicula sharpii', 0.001269841269841271), ('pinguicula ramosa', 0.001269841269841271), ('pinguicula pumila', 0.001269841269841271), ('pinguicula primuliflora', 0.001269841269841271), ('pinguicula moranensis', 0.001269841269841271), ('pinguicula lusitanica', 0.001269841269841271)]"
1718,267730,"[('pfaffenstein liegt', 0.00047619047619047673), ('pfaffenstein befindet', 0.00047619047619047673), ('pfaffenstein “', 0.0011564625850340139), ('naturschutzgebiet pfaffenstein', 0.0011564625850340139), ('pfaffenstein “.', 0.001836734693877552), ('pfaffenstein ’', 0.001836734693877552), ('pfaffenstein hinzu', 0.001836734693877552), ('pfaffenstein handelt', 0.001836734693877552), ('pfaffenstein erwischt', 0.001836734693877552), ('pfaffenstein 1548', 0.001836734693877552)]"
1719,555697,"[('rasiermesser rasiert', 0.00047619047619047673), ('rasiermesser häufig', 0.00047619047619047673), ('rasiermesser schließlich', 0.0008424908424908428), ('späteren rasiermesser', 0.001208791208791209), ('rasiermesser vorgenommen', 0.001208791208791209), ('rasiermesser suizid', 0.001208791208791209), ('klassischen rasiermesser', 0.001208791208791209), ('finden rasiermesser', 0.001208791208791209), ('verwendeten rasiermesser', 0.001575091575091575), ('setzten rasiermesser', 0.001575091575091575)]"
1720,3085322,"[('„ spiel', 0.00047619047619047673), ('spielfigur mario', 0.0009297052154195018), ('neues spiel', 0.0009297052154195018), ('spiel fest', 0.0013832199546485269), ('neues mario', 0.0013832199546485269), ('spiel verwendet', 0.001836734693877551), ('finalen spiel', 0.001836734693877551), ('weshalb mario', 0.002290249433106576), ('ups mario', 0.002290249433106576), ('spiel vorbei', 0.002290249433106576)]"
1721,378581,"[('februar 1964', 0.00047619047619047673), ('olympischen rennen', 0.001428571428571429), ('januar 1964', 0.001428571428571429), ('1960 :', 0.001428571428571429), ('olympischen spielen', 0.002380952380952381), ('olympischen biathlonwettkämpfe', 0.002380952380952381), ('münchen 1964', 0.002380952380952381), ('märz 1964', 0.002380952380952381), ('letzten schießen', 0.002380952380952381), ('gütersloh 1964', 0.002380952380952381)]"
1722,335455,"[('stadt chico', 0.0004761904761904756), ('chico liegt', 0.0029824561403508764), ('downtown chico', 0.0034837092731829565), ('chico record', 0.0034837092731829565), ('chico verfügt', 0.003984962406015038), ('chico state', 0.003984962406015038), ('chico liegen', 0.003984962406015038), ('chico gebaut', 0.003984962406015038), ('chico führen', 0.003984962406015038), ('chico 2003', 0.003984962406015038)]"
1723,767968,"[('präsidenten :', 0.00047619047619047673), ('präsidenten gewählt', 0.0008045977011494265), ('präsidenten ernannt', 0.0008045977011494265), ('präsidenten vorgesehen', 0.0014614121510673238), ('präsidenten wählbar', 0.0017898193760262737), ('präsidenten weiterhin', 0.0017898193760262737), ('präsidenten vereidigt', 0.0017898193760262737), ('präsidenten getötet', 0.0017898193760262737), ('präsidenten auszuüben', 0.0017898193760262737), ('kommissarischen präsidenten', 0.0017898193760262737)]"
1724,370397,"[('radiojodtherapie durchgeführt', 0.00047619047619047673), ('radiojodtherapie eingesetzt', 0.0009297052154195018), ('ablativen therapie', 0.0009297052154195018), ('ablativen radiojodtherapie', 0.0009297052154195018), ('therapie vorübergehend', 0.0013832199546485269), ('therapie dauerhaft', 0.0013832199546485269), ('radiojodtherapie versucht', 0.0013832199546485269), ('radiojodtherapie liegt', 0.0013832199546485269), ('therapie vermieden', 0.001836734693877551), ('therapie gelten', 0.001836734693877551)]"
1725,250288,"[('bahnhof igls', 0.00047619047619047673), ('igls geführt', 0.001428571428571429), ('igls umsteigen', 0.0019047619047619048), ('igls aufhalten', 0.0019047619047619048), ('igls abgetragen', 0.0019047619047619048), ('igler triebwagen', 0.0019047619047619048), ('richtung igls', 0.002380952380952381), ('igls übersiedelt', 0.002380952380952381), ('igls mehrfach', 0.002380952380952381), ('igls heranzuführen', 0.002380952380952381)]"
1726,6633835,"[('simon schnell', 0.00047619047619047673), ('simon knapp', 0.00047619047619047673), ('simon 1984', 0.00047619047619047673), ('paul simon', 0.00047619047619047673), ('hielt simon', 0.00047619047619047673), ('spielte simon', 0.0011564625850340139), ('simons lieder', 0.0011564625850340139), ('simon zugunsten', 0.0011564625850340139), ('simon trug', 0.0011564625850340139), ('simon stellte', 0.0011564625850340139)]"
1727,2723017,"[('universität chicago', 0.00047619047619047673), ('chicagoer soziologie', 0.002517006802721089), ('chicagoer universität', 0.002857142857142858), ('stadt chicago', 0.003197278911564626), ('chicago :', 0.003197278911564626), ('park (', 0.003537414965986395), ('klassischen chicago', 0.003537414965986395), ('chicago 1937', 0.003537414965986395), ('klassische chicago', 0.0038775510204081642), ('chicago studiert', 0.0038775510204081642)]"
1728,157771,"[('dresdner madonna', 0.00047619047619047673), ('darmstädter madonna', 0.0012380952380952382), ('madonna bildet', 0.001619047619047619), ('madonna entspricht', 0.0019999999999999996), ('madonna zusammenhält', 0.002380952380952381), ('madonna hinweisen', 0.002380952380952381), ('holbeins gemälde', 0.002380952380952381), ('stehende madonna', 0.0027619047619047623), ('solothurner madonna', 0.0027619047619047623), ('schützender madonna', 0.0027619047619047623)]"
1729,104514,"[('platon :', 0.00047619047619047673), ('athener platon', 0.0017748917748917758), ('platons nomoi', 0.0022077922077922084), ('platon „', 0.0022077922077922084), ('nomoi „', 0.0022077922077922084), (': kleinias', 0.0022077922077922084), ('platons athener', 0.0026406926406926413), ('unfrömmigkeit :', 0.0035064935064935067), ('draht :', 0.0035064935064935067), ('seele –', 0.00393939393939394)]"
1730,885734,"[('“ levison', 0.00047619047619047673), ('wilhelm levison', 0.001836734693877551), ('namen levison', 0.001836734693877551), ('levison deutlich', 0.001836734693877551), ('levison gelang', 0.0021088435374149663), ('levison blieb', 0.0021088435374149663), ('levison behandelte', 0.0021088435374149663), ('heinrich levison', 0.0021088435374149663), ('folgte levison', 0.0021088435374149663), ('verdeutlichte levison', 0.002380952380952381)]"
1731,10250070,"[('islamischen mathematik', 0.00047619047619047673), ('islamischen mathematiker', 0.0022398589065255737), ('chwarizmi al', 0.0029453262786596126), ('„ mathematik', 0.003298059964726632), (': mathematik', 0.003298059964726632), ('indischen mathematik', 0.003650793650793651), ('zeigte al', 0.00400352733686067), ('titel al', 0.00400352733686067), ('mathematik –', 0.00400352733686067), ('islamischen wissenschaften', 0.00400352733686067)]"
1732,59141,"[('slawen unternahmen', 0.00047619047619047673), ('slawen nördlich', 0.00047619047619047673), ('westlichen slawen', 0.0010052910052910059), ('vereinzelte slawen', 0.0010052910052910059), ('töteten slawen', 0.0010052910052910059), ('slawen “.', 0.0010052910052910059), ('slawen zwangsläufig', 0.0010052910052910059), ('slawen weiterlebten', 0.0010052910052910059), ('slawen regelmäßig', 0.0010052910052910059), ('slawen ließen', 0.0010052910052910059)]"
1733,211426,"[('meisten arten', 0.00047619047619047673), ('arten legen', 0.0015966386554621859), ('zahlreichen arten', 0.0021568627450980395), ('heimische arten', 0.0021568627450980395), ('ausschließlich arten', 0.0021568627450980395), ('arten sitzen', 0.0021568627450980395), ('arten graben', 0.0021568627450980395), ('arten erbeuten', 0.0021568627450980395), ('81 arten', 0.0021568627450980395), ('7500 arten', 0.0021568627450980395)]"
1734,1228606,"[('äbtissin mathilde', 0.00047619047619047673), (': essen', 0.0022077922077922084), ('stift essen', 0.0026406926406926413), ('mathilde gestiftet', 0.0026406926406926413), ('tod mathildes', 0.003073593073593074), ('stifts essen', 0.003073593073593074), ('stifterbild mathilde', 0.003073593073593074), ('mathildes tod', 0.003073593073593074), ('mathilde sicher', 0.003073593073593074), ('mathilde ii', 0.003073593073593074)]"
1735,215299,"[('eleonorenfalken liegen', 0.00047619047619047673), ('eleonorenfalken festgestellt', 0.0010052910052910059), ('eleonorenfalken scheinen', 0.001534391534391535), ('eleonorenfalken verlassen', 0.002063492063492064), ('eleonorenfalken gelb', 0.002063492063492064), ('eleonorenfalken baden', 0.002063492063492064), ('weibliche eleonorenfalken', 0.002592592592592593), ('jagen eleonorenfalken', 0.002592592592592593), ('eleonorenfalken zeigen', 0.002592592592592593), ('eleonorenfalken geschlagen', 0.002592592592592593)]"
1736,385467,"[('verfasste archytas', 0.00047619047619047673), ('archytas “', 0.00047619047619047673), ('archytas stammt', 0.00047619047619047673), ('obwohl archytas', 0.0007738095238095244), ('favorinus archytas', 0.0007738095238095244), ('archytas zählte', 0.0007738095238095244), ('archytas legte', 0.0007738095238095244), ('archytas jedenfalls', 0.0007738095238095244), ('archytas bezeugt', 0.0007738095238095244), ('teilte archytas', 0.0010714285714285721)]"
1737,673476,"[('sophienhöhle :', 0.00047619047619047673), ('sophienhöhle nachgewiesen', 0.002380952380952381), ('sophienhöhle liegt', 0.002380952380952381), ('sophienhöhle gilt', 0.002380952380952381), ('sophienhöhle zählt', 0.0027619047619047623), ('sophienhöhle stammen', 0.0027619047619047623), ('sophienhöhle besteht', 0.0027619047619047623), ('sophienhöhle vorgedrungen', 0.003142857142857143), ('sophienhöhle sogar', 0.003142857142857143), ('sophienhöhle hinsichtlich', 0.003142857142857143)]"
1738,25047,"[('stummelfüßer :', 0.00047619047619047673), ('stummelfüßer wahrscheinlich', 0.0009523809523809524), ('stummelfüßer leben', 0.002380952380952381), ('stummelfüßer innerhalb', 0.002380952380952381), ('arten leben', 0.002380952380952381), ('modernen formen', 0.002857142857142857), ('stummelfüßer dar', 0.0033333333333333335), ('späteren arten', 0.0033333333333333335), ('meisten arten', 0.0033333333333333335), ('arten möglicherweise', 0.0033333333333333335)]"
1739,335656,"[('spinalanästhesie (', 0.00047619047619047673), ('spinalanästhesie durchgeführt', 0.002063492063492064), ('spinalanästhesie hingegen', 0.003650793650793651), ('spinalanästhesie durchdringt', 0.003650793650793651), ('spinalanästhesie bedingt', 0.003650793650793651), ('spinalanästhesie 1899', 0.003650793650793651), ('einmaligen spinalanästhesie', 0.003650793650793651), ('totalen spinalanästhesie', 0.003968253968253969), ('spinalanästhesie zugeschrieben', 0.003968253968253969), ('spinalanästhesie untersucht', 0.003968253968253969)]"
1740,2227047,"[('28 metern', 0.00047619047619047673), ('80 metern', 0.0010364145658263314), ('5 metern', 0.0010364145658263314), ('45 metern', 0.0010364145658263314), ('38 metern', 0.0010364145658263314), ('26 metern', 0.0010364145658263314), ('17 metern', 0.0010364145658263314), ('12 metern', 0.0010364145658263314), ('105 metern', 0.0010364145658263314), ('100 metern', 0.0010364145658263314)]"
1741,1654858,"[('urartäischen sprache', 0.00047619047619047673), ('urartäische sprache', 0.002063492063492064), ('urartäischen hieroglyphen', 0.002592592592592593), ('urartäischen form', 0.002592592592592593), ('urartäischen grammatik', 0.003121693121693122), ('urartäischen kultur', 0.003650793650793651), ('urartäischen zeitlich', 0.00417989417989418), ('urartäischen verbum', 0.00417989417989418), ('urartäischen texten', 0.00417989417989418), ('urartäischen geleistet', 0.00417989417989418)]"
1742,2436179,"[('saitenwürmer besteht', 0.00047619047619047673), ('saitenwürmer stellen', 0.0010714285714285721), ('arten gefunden', 0.0016666666666666674), ('saitenwürmer ähneln', 0.0022619047619047627), ('saitenwürmer mindestens', 0.0022619047619047627), ('saitenwürmer lässt', 0.0022619047619047627), ('saitenwürmer gemäß', 0.0022619047619047627), ('saitenwürmer gehören', 0.0022619047619047627), ('saitenwürmer entdeckt', 0.0022619047619047627), ('saitenwürmer aufklären', 0.0022619047619047627)]"
1743,464185,"[('„ aschenbach', 0.00047619047619047673), ('“ visconti', 0.0020433996383363473), ('„ mahler', 0.0026461723930078364), ('„ bogarde', 0.002766726943942134), (': „', 0.00300783604581073), ('„ mutter', 0.0031283905967450275), ('schließlich „', 0.0031283905967450275), ('mutter „', 0.0031283905967450275), ('„ verfall', 0.003248945147679325), ('welt „', 0.003369499698613623)]"
1744,6136285,"[('ursprünglichen amc', 0.00047619047619047673), ('setzte amc', 0.0008424908424908428), ('marke amc', 0.0008424908424908428), ('amc komplettiert', 0.0008424908424908428), ('zeitgenössischen amc', 0.001208791208791209), ('ließ amc', 0.001208791208791209), ('amc übernahm', 0.001208791208791209), ('amc produziert', 0.001208791208791209), ('amc javelin', 0.001208791208791209), ('amc geliefert', 0.001208791208791209)]"
1745,4337682,"[('„ achttausender', 0.00047619047619047673), ('achttausender bestiegen', 0.0008045977011494265), ('vierzehn achttausender', 0.0021182266009852225), ('achttausender “', 0.0021182266009852225), ('achttausender bestieg', 0.0021182266009852225), ('vorletzten achttausender', 0.0024466338259441713), ('achttausender innerhalb', 0.0024466338259441713), ('achttausender gestanden', 0.0024466338259441713), ('achttausender gelang', 0.0024466338259441713), ('achttausender besteigen', 0.0024466338259441713)]"
1746,1535510,"[('smith river', 0.00047619047619047673), ('indianer smith', 0.0022619047619047627), ('smith führte', 0.0032539682539682547), ('smith blieb', 0.0034523809523809533), ('erfuhr smith', 0.0034523809523809533), ('suchte smith', 0.003650793650793651), ('smith zeichnete', 0.003650793650793651), ('smith verlangte', 0.003650793650793651), ('smith schrieb', 0.003650793650793651), ('smith ließ', 0.003650793650793651)]"
1747,2242573,"[('bahnhof tuttlingen', 0.00047619047619047673), ('tuttlingen :', 0.0037728937728937727), ('stadt tuttlingen', 0.0037728937728937727), ('tuttlinger bahnhof', 0.0041391941391941385), ('tuttlingen erreichen', 0.0041391941391941385), ('tuttlingen lag', 0.004505494505494506), ('tuttlingen bekam', 0.004505494505494506), ('tuttlingen 2004', 0.004505494505494506), ('tuttlingen 1997', 0.004505494505494506), ('tuttlingen 1995', 0.004505494505494506)]"
1748,2556190,"[('dorf amendingen', 0.00047619047619047673), ('gemeinde amendingen', 0.0010714285714285721), ('ortschaft amendingen', 0.0016666666666666674), ('amendingen errichtet', 0.0016666666666666674), ('volksschule amendingen', 0.002857142857142857), ('inwieweit amendingen', 0.002857142857142857), ('amendingen zusammentraf', 0.002857142857142857), ('amendingen liegt', 0.002857142857142857), ('amendingen gehört', 0.002857142857142857), ('amendingen frei', 0.002857142857142857)]"
1749,39509,"[('brücke zeigt', 0.00047619047619047673), ('brücke befand', 0.0011564625850340139), ('brücke (', 0.0011564625850340139), ('hölzerne brücke', 0.0014965986394557828), ('brücke sogar', 0.0014965986394557828), ('brücke integriert', 0.0014965986394557828), ('brücke gebaut', 0.0014965986394557828), ('brücke aufgestellt', 0.0014965986394557828), ('alten brücke', 0.0014965986394557828), ('alte brücke', 0.0014965986394557828)]"
1750,2837159,"[('wedeler gebiet', 0.00047619047619047673), ('wedeler marsch', 0.002063492063492064), ('hamburger gebiet', 0.002063492063492064), ('„ zugänglichkeit', 0.002857142857142858), ('stadt wedel', 0.002857142857142858), ('„ schwerpunkträume', 0.003650793650793651), ('„ extensivierung', 0.003650793650793651), ('„ entwicklung', 0.003650793650793651), ('wedeler bahnhof', 0.003650793650793651), ('wedeler abschnitt', 0.003650793650793651)]"
1751,1562727,"[('arten dominiert', 0.00047619047619047673), ('000 arten', 0.00047619047619047673), ('wichtigsten arten', 0.0008045977011494265), ('40 arten', 0.0008045977011494265), ('100 arten', 0.0008045977011494265), ('gleichen arten', 0.0011330049261083753), ('arten beschrieben', 0.0011330049261083753), ('verschiedene arten', 0.0014614121510673238), ('meisten arten', 0.0014614121510673238), ('australien :', 0.0014614121510673238)]"
1752,740931,"[('römischen mainz', 0.00047619047619047673), ('mainz 2004', 0.0032773109243697486), ('römischen mogontiacum', 0.003837535014005603), ('mainzer isis', 0.003837535014005603), ('mainz 2003', 0.003837535014005603), ('heiligtum handelte', 0.003837535014005603), ('stadt mainz', 0.004397759103641457), ('mainz eingeführt', 0.004397759103641457), ('mainz 2012', 0.004397759103641457), ('mainz 2005', 0.004397759103641457)]"
1753,392372,"[('samtgemeinde jümme', 0.00047619047619047673), ('ostfriesland (', 0.00047619047619047673), ('vergleich :', 0.0021568627450980395), ('ostfriesischen durchschnitt', 0.0021568627450980395), ('cdu :', 0.0021568627450980395), ('ostfriesischen samtgemeinden', 0.002717086834733894), ('ostfriesischen landkreisen', 0.002717086834733894), ('ostfriesischen geest', 0.002717086834733894), ('landkreis leer', 0.002717086834733894), ('jümme liegen', 0.002717086834733894)]"
